files_changed,lines_added,lines_deleted,test_coverage,developer_experience,previous_incidents_30d,rollback_rate_90d,deployment_frequency_7d,database_changes,services_touched,hour_of_day,incident_occurred
6,125,60,70.74,9,2,0.1444,1,0,1,12,0
5,110,43,83.11,6,1,0.1489,7,0,3,10,0
5,110,24,79.22,6,1,0.1034,5,0,1,20,0
17,175,139,74.52,6,1,0.1182,4,0,1,21,0
6,81,46,83.25,2,2,0.1486,3,0,1,9,0
1,12,11,69.09,1,0,0.0583,6,0,4,18,0
32,579,105,86.51,8,3,0.161,4,0,3,12,1
4,62,17,78.16,8,2,0.0665,3,1,2,10,0
5,137,65,83.45,3,1,0.1762,2,0,3,13,0
11,255,193,88.19,2,0,0.0874,1,0,2,9,0
5,75,58,90.42,4,1,0.0948,3,0,1,22,0
8,82,64,89.29,2,2,0.1111,3,0,4,13,0
11,298,140,77.82,5,1,0.1326,1,0,3,13,0
5,77,46,74.19,5,1,0.1059,1,0,4,21,0
6,74,19,87.42,9,0,0.1381,2,0,4,6,0
20,555,341,84.1,5,3,0.1075,3,0,4,18,1
3,28,18,91.52,8,2,0.107,5,1,2,23,0
26,395,247,58.86,6,2,0.0862,4,0,1,20,1
7,125,107,88.39,3,1,0.1021,1,0,2,12,0
8,92,27,92.49,5,2,0.1394,3,0,4,13,0
10,88,53,79.48,3,4,0.1923,2,1,3,21,1
8,187,29,76.67,8,0,0.0585,1,0,1,2,0
32,484,126,71.16,7,0,0.0193,3,0,1,12,0
30,761,153,92.23,2,2,0.1128,8,0,1,16,1
37,811,541,79.66,9,0,0.1334,8,0,1,7,1
5,132,38,79.46,10,0,0.0901,4,0,2,13,0
6,63,37,73.16,5,2,0.1484,3,0,3,18,0
8,166,107,86.59,2,0,0.1019,3,0,4,15,0
25,777,404,75.82,3,2,0.1704,3,0,3,9,1
12,374,145,99.0,1,1,0.1517,3,0,2,8,0
5,77,86,56.46,6,0,0.0379,1,0,1,17,0
7,200,61,83.74,7,2,0.2072,3,0,3,9,0
10,277,65,91.52,4,1,0.0717,5,0,2,14,0
9,261,130,84.98,7,1,0.1988,2,0,3,2,0
6,183,60,84.32,7,2,0.1334,7,0,3,22,0
2,60,9,78.03,3,2,0.1952,6,0,1,11,0
7,178,78,82.83,6,2,0.1252,1,0,1,1,0
6,74,57,90.73,3,1,0.1162,3,1,2,20,0
4,87,18,88.59,4,1,0.1673,2,0,2,19,0
4,108,31,89.26,8,2,0.2424,3,0,2,8,0
5,111,39,99.0,5,1,0.1131,7,1,4,11,0
10,290,171,77.01,10,3,0.1097,3,0,1,17,1
5,115,83,67.06,8,2,0.1059,2,1,2,1,1
3,54,20,82.31,2,2,0.112,2,0,2,18,0
7,176,66,88.13,8,0,0.0534,3,0,4,3,0
1,12,17,87.49,5,1,0.1218,5,0,4,12,0
20,571,240,79.36,5,1,0.0239,4,0,2,13,0
8,216,27,78.54,5,1,0.1213,4,0,4,7,0
7,170,69,85.84,1,1,0.0768,3,0,3,22,0
2,26,17,78.3,7,0,0.0598,1,0,3,2,0
1,9,7,79.69,4,2,0.1275,2,0,3,19,0
6,187,71,89.16,1,0,0.1061,7,1,4,9,0
5,120,24,82.99,9,0,0.0239,4,1,2,8,0
71,1407,574,84.8,8,0,0.0627,4,1,3,22,1
8,91,38,72.24,1,0,0.0,3,0,4,8,0
4,120,28,85.39,5,1,0.1485,2,0,3,16,0
2,58,15,84.58,8,1,0.0722,10,0,2,17,0
2,47,29,99.0,1,1,0.0791,2,1,1,7,0
4,77,21,88.01,8,1,0.0067,4,0,4,1,0
14,444,159,69.25,8,2,0.1252,10,0,2,3,1
2,25,14,82.95,3,1,0.1184,3,0,3,18,0
6,132,70,80.94,1,1,0.128,2,0,2,13,0
10,139,104,79.62,2,2,0.127,7,0,1,9,0
7,170,62,58.62,10,1,0.1181,5,0,1,10,0
4,39,61,84.6,8,1,0.1074,2,0,3,19,0
24,381,87,64.94,10,0,0.0238,3,0,3,23,0
8,238,119,84.69,3,1,0.0781,1,1,1,20,0
7,190,99,82.34,9,2,0.1441,5,0,4,2,0
13,159,227,99.0,7,1,0.1348,1,1,2,5,0
2,35,25,99.0,3,1,0.1023,7,1,4,13,0
2,60,33,86.15,10,0,0.0909,2,1,1,11,0
12,237,195,72.21,8,1,0.0049,2,0,4,2,0
6,164,73,75.69,7,2,0.0681,3,0,1,1,0
7,219,92,84.18,3,0,0.0506,2,0,1,9,0
5,49,75,84.08,5,0,0.0188,7,1,2,21,0
11,310,119,99.0,5,0,0.0432,4,0,1,1,0
1,20,9,95.92,8,0,0.1242,4,0,3,11,0
3,29,31,77.18,2,0,0.0,3,0,4,5,0
6,169,22,89.15,7,1,0.1253,6,0,3,10,0
2,37,26,92.82,10,1,0.1067,6,0,3,5,0
7,69,124,56.78,5,1,0.0982,6,0,1,13,0
4,32,19,78.12,3,1,0.1802,2,0,4,22,0
11,261,155,81.13,8,2,0.0556,2,0,3,22,0
17,417,151,84.09,5,0,0.1091,2,1,2,0,0
19,524,255,83.61,4,0,0.0873,2,0,2,15,0
7,165,66,88.08,9,1,0.1164,2,1,3,14,0
5,90,23,90.46,3,0,0.0846,1,0,4,15,0
26,744,306,86.42,4,1,0.161,12,0,4,1,0
3,31,47,89.71,7,0,0.0669,2,0,4,23,0
19,485,341,82.01,1,2,0.055,1,0,4,16,0
8,181,105,82.25,8,0,0.1116,2,0,1,16,0
9,196,101,83.18,5,1,0.2044,2,0,4,15,0
3,68,38,79.83,8,1,0.1321,5,0,1,5,0
4,50,32,85.26,4,3,0.1501,2,0,3,19,0
3,75,30,83.4,5,1,0.1182,1,0,4,13,0
11,265,154,84.33,8,2,0.2196,4,0,2,19,0
24,589,103,76.31,8,1,0.1246,2,1,2,5,1
11,114,101,85.06,8,0,0.1222,1,0,2,17,0
10,84,162,69.63,6,1,0.0589,4,0,2,16,0
2,19,18,93.43,10,0,0.0376,2,0,2,15,0
7,113,58,90.37,1,0,0.0,2,0,3,4,0
17,492,205,80.11,2,1,0.1112,10,0,4,14,0
14,365,246,85.06,10,2,0.2421,3,0,1,17,1
6,63,74,83.17,4,1,0.0165,2,0,2,23,0
2,37,21,77.75,2,0,0.0868,10,1,3,10,0
5,54,30,71.76,7,1,0.1315,5,0,1,7,0
14,271,102,91.69,3,2,0.1349,2,1,3,22,0
8,133,103,97.33,3,1,0.167,6,0,4,7,0
6,109,100,90.54,8,3,0.2739,5,0,3,0,0
8,211,110,89.22,9,1,0.1131,3,0,1,10,0
4,126,21,92.97,1,1,0.1309,1,0,1,21,0
9,104,104,86.53,9,1,0.0475,2,0,4,12,0
3,74,48,95.37,6,0,0.0825,2,0,1,8,0
9,203,46,97.79,7,1,0.0466,2,0,2,17,0
4,91,38,81.06,6,1,0.0989,5,0,4,6,0
8,80,88,85.03,7,1,0.1229,4,0,2,16,0
13,192,57,80.78,9,1,0.1368,4,0,3,20,0
12,104,179,70.99,10,0,0.029,4,0,3,23,0
4,80,55,92.63,6,1,0.129,2,0,3,3,0
16,377,77,69.35,5,0,0.0457,4,0,1,14,0
2,27,28,77.47,10,1,0.1258,1,0,2,11,0
7,168,106,74.28,10,2,0.0933,1,0,4,16,0
10,105,107,76.53,4,2,0.0773,1,0,3,14,0
8,200,123,82.22,2,1,0.0087,3,1,4,4,0
20,374,170,99.0,9,0,0.1651,2,0,4,8,0
4,93,71,73.29,8,0,0.0477,3,0,4,5,0
10,110,136,76.34,3,1,0.0383,2,0,1,22,0
2,38,28,83.08,9,3,0.0958,1,0,1,19,0
6,63,51,99.0,5,2,0.0902,3,1,2,3,0
6,190,45,68.8,8,0,0.1807,2,1,2,4,0
4,72,68,97.27,5,2,0.1273,2,0,2,5,0
10,197,48,93.67,6,2,0.1742,5,1,1,13,0
7,108,68,63.08,6,1,0.082,2,0,4,23,0
2,22,10,92.23,8,1,0.0481,1,0,4,4,0
8,126,119,91.74,10,2,0.112,3,0,2,12,0
7,63,91,75.4,8,2,0.1073,4,0,1,5,0
2,43,29,72.73,5,1,0.169,3,0,1,20,0
5,63,61,53.16,10,2,0.1534,3,0,2,15,1
3,25,38,85.94,9,0,0.0595,7,1,1,8,0
16,222,217,81.79,10,1,0.1406,1,0,3,12,0
28,554,476,71.36,6,1,0.1347,2,0,4,0,1
10,156,68,86.95,2,0,0.1042,5,0,2,9,0
2,28,8,92.07,5,0,0.0812,2,0,2,1,0
2,31,6,92.93,1,1,0.1392,4,0,1,10,0
6,176,41,71.03,2,0,0.1437,5,1,2,19,0
7,138,100,85.08,7,1,0.078,3,0,3,1,0
8,170,31,91.69,1,2,0.0951,2,0,2,0,0
43,1338,564,74.33,4,0,0.121,3,0,2,9,1
3,56,47,82.57,9,4,0.2099,2,1,2,11,1
6,72,40,67.44,7,2,0.1528,4,0,4,1,1
3,57,46,88.79,5,0,0.0475,3,0,2,0,0
4,120,28,75.2,5,2,0.1731,6,0,4,11,0
2,26,31,91.78,5,1,0.1019,3,1,1,9,0
7,173,108,94.12,9,1,0.1546,5,0,4,6,0
41,1270,318,76.71,6,2,0.1481,4,0,4,8,1
3,94,24,77.27,8,2,0.1926,3,0,3,0,0
20,224,336,68.42,10,0,0.088,3,0,1,21,0
6,128,80,77.09,8,1,0.0856,9,0,1,20,0
10,209,163,76.24,8,0,0.0735,3,0,3,12,0
8,132,45,82.76,1,2,0.1248,1,1,3,6,0
35,466,115,90.22,5,0,0.0,3,0,3,6,0
36,818,271,66.55,4,1,0.1454,6,0,4,11,1
5,99,67,88.83,10,2,0.0409,3,1,2,20,0
6,173,69,77.4,8,0,0.1304,7,1,2,21,0
7,168,84,92.98,3,3,0.2476,1,1,2,23,1
5,71,57,80.73,4,2,0.2066,3,0,3,6,0
8,68,140,97.68,9,1,0.0613,9,0,4,0,0
16,374,274,72.76,1,0,0.0853,1,0,3,13,0
15,266,72,67.66,9,0,0.0219,6,0,3,16,0
13,379,82,74.94,5,2,0.1103,4,0,4,10,1
11,139,46,81.02,10,1,0.1214,2,0,2,22,0
3,29,20,96.76,3,1,0.1271,3,0,1,20,0
3,26,28,73.78,1,2,0.1558,2,0,3,8,0
3,58,52,65.32,1,2,0.1017,1,0,2,2,0
2,45,28,68.61,8,0,0.0517,10,0,1,1,0
11,187,179,77.0,2,2,0.0677,6,0,1,14,0
14,317,132,73.02,2,0,0.0602,2,0,1,9,0
8,141,98,89.36,7,2,0.0806,2,0,1,14,0
2,54,32,71.96,10,1,0.0736,3,1,1,14,0
6,132,27,69.31,1,2,0.1046,2,0,1,18,0
7,88,81,78.54,9,0,0.1039,2,0,4,15,0
8,149,53,78.85,1,1,0.0227,5,1,3,18,0
16,496,229,72.9,5,1,0.1362,1,0,2,4,0
4,89,29,78.67,1,2,0.1933,3,0,2,1,0
4,110,45,83.91,1,3,0.1763,2,0,2,6,0
2,25,8,72.78,4,1,0.1409,4,0,4,19,0
3,85,34,99.0,6,1,0.1072,4,0,4,10,0
12,226,178,75.04,1,0,0.025,8,0,1,20,0
24,324,296,90.82,4,1,0.1115,2,0,3,23,0
26,457,400,83.44,1,1,0.0893,3,0,1,11,1
6,64,44,90.07,4,2,0.1526,3,0,3,1,0
5,63,36,84.02,4,0,0.1061,4,0,2,10,0
24,333,142,94.55,3,0,0.1018,4,0,1,0,0
15,169,192,71.86,2,0,0.0568,2,0,2,9,0
9,151,77,55.25,3,1,0.1087,2,0,4,22,1
2,22,33,73.82,4,3,0.1729,2,1,4,22,1
6,134,105,67.97,4,0,0.0737,3,0,2,17,0
26,300,174,79.59,5,2,0.1213,8,0,4,6,1
8,214,118,89.07,10,2,0.0717,4,1,4,20,0
11,186,118,81.65,3,2,0.2264,2,0,3,16,0
9,226,93,93.56,5,0,0.0282,2,0,1,6,0
5,64,79,82.45,7,0,0.067,4,1,4,12,0
6,182,51,66.57,9,2,0.1533,7,1,1,9,1
1,16,11,69.58,8,2,0.1073,2,0,3,13,0
2,36,17,99.0,8,1,0.1461,4,0,4,0,0
7,95,88,64.98,6,2,0.1392,2,0,3,16,0
15,351,221,88.87,4,2,0.1645,3,1,1,11,1
17,217,101,99.0,6,1,0.0,4,0,3,6,0
10,319,179,81.61,9,1,0.1218,8,0,1,9,0
5,81,89,86.4,7,1,0.0873,2,0,1,15,0
4,126,69,78.06,7,0,0.0498,3,0,2,15,0
6,132,67,66.04,8,0,0.0305,9,0,4,10,0
4,62,23,75.31,7,1,0.1299,2,1,4,17,0
17,192,273,84.01,5,0,0.1097,6,0,1,15,0
10,280,80,75.15,7,2,0.0729,8,0,4,22,0
7,110,23,84.99,1,2,0.1117,1,0,2,10,0
2,54,33,83.84,10,0,0.0476,2,0,4,6,0
3,28,26,79.85,8,2,0.1892,7,1,4,20,0
9,92,41,81.15,9,3,0.0842,3,1,4,0,1
11,106,191,77.1,5,0,0.1122,3,1,3,21,0
8,151,68,83.43,1,0,0.0472,1,1,4,12,0
3,31,33,72.34,8,1,0.1399,4,0,4,6,0
4,51,37,76.12,8,3,0.1514,5,1,3,18,1
7,176,69,93.86,4,1,0.1597,1,1,2,14,0
7,123,105,78.06,9,4,0.2445,4,0,4,14,1
2,17,8,86.61,8,0,0.0766,6,0,3,12,0
9,246,50,91.83,4,3,0.2186,3,1,4,14,1
3,71,40,66.4,2,0,0.033,9,0,1,7,0
26,306,422,73.16,9,0,0.1433,4,0,1,22,0
6,177,99,85.8,7,3,0.1921,3,0,1,11,0
7,73,101,91.2,6,0,0.0094,1,0,2,8,0
4,36,13,72.78,8,1,0.062,4,0,4,6,0
5,41,23,80.2,3,0,0.0986,4,0,4,15,0
7,69,89,66.94,8,3,0.1959,4,1,3,5,1
8,67,36,81.88,5,3,0.1681,1,1,4,5,1
4,105,52,99.0,3,2,0.0302,1,0,2,6,0
3,88,32,90.22,8,2,0.1188,2,0,1,12,0
8,149,95,68.64,1,1,0.0364,5,0,2,7,0
6,82,26,89.06,7,2,0.126,2,1,1,10,0
15,364,59,75.93,2,2,0.1826,4,0,2,23,1
2,35,9,76.52,6,0,0.0,9,0,2,19,0
4,84,68,80.73,2,1,0.0881,1,0,1,11,0
11,91,140,67.66,1,1,0.0409,4,0,4,7,0
2,55,25,67.19,6,0,0.2141,3,1,2,13,0
28,626,496,87.02,2,0,0.1137,2,0,2,8,0
2,44,35,81.88,7,0,0.0411,2,0,2,10,0
10,262,133,99.0,8,0,0.0974,1,1,1,19,0
15,281,159,64.3,4,1,0.0764,2,0,1,7,1
30,786,145,73.49,4,0,0.0805,3,0,2,19,0
11,124,115,83.01,4,1,0.1383,3,1,2,20,0
5,150,59,91.53,8,0,0.0814,1,0,3,4,0
8,187,115,98.94,9,0,0.1183,5,0,4,20,0
16,416,102,69.5,6,3,0.1866,4,0,2,17,1
2,60,35,81.54,4,1,0.1496,3,0,4,16,0
5,93,15,97.56,8,0,0.0194,2,1,2,1,0
12,136,72,74.67,2,0,0.0,2,1,2,7,0
7,127,70,84.1,3,0,0.0881,2,0,2,13,0
2,27,14,99.0,8,1,0.1505,25,0,2,8,0
3,58,51,86.5,6,0,0.0615,4,0,2,15,0
3,60,42,75.59,3,1,0.1174,11,0,4,0,0
12,219,50,87.96,5,0,0.0276,3,0,2,17,0
4,56,39,73.09,8,1,0.0741,6,0,4,2,0
17,427,100,69.14,4,1,0.1838,3,1,3,15,1
9,161,80,75.69,6,1,0.1245,2,0,3,20,0
1,9,16,68.78,2,0,0.0314,3,0,2,6,0
24,743,349,80.59,6,0,0.0911,3,0,4,20,0
15,370,191,86.81,7,2,0.1187,3,0,2,15,0
17,467,211,78.86,1,1,0.1355,9,0,2,8,0
16,490,83,63.33,4,1,0.1504,1,0,2,0,1
4,40,54,65.95,7,0,0.0351,1,0,1,16,0
8,232,43,99.0,7,1,0.225,3,0,3,16,0
17,404,148,84.32,5,0,0.0904,3,0,1,3,0
4,106,32,99.0,3,0,0.0774,5,0,2,23,0
3,46,53,81.48,8,0,0.0853,2,1,1,22,0
8,144,58,99.0,7,3,0.1227,9,1,3,5,0
31,395,177,90.53,2,2,0.1175,2,0,2,5,0
3,77,45,76.45,4,1,0.104,3,0,4,14,0
12,275,192,91.62,3,2,0.1172,2,1,1,12,0
6,57,20,81.96,4,0,0.1153,1,0,1,0,0
13,338,40,79.66,10,3,0.2156,8,0,1,3,1
10,270,86,82.32,9,3,0.1534,2,0,3,15,0
20,321,188,82.55,6,1,0.0799,3,0,3,10,0
18,550,233,85.99,7,0,0.153,9,0,3,10,0
7,56,112,84.53,7,0,0.1025,2,0,2,0,0
25,721,179,94.24,4,0,0.0691,5,0,4,16,0
6,75,106,62.74,6,3,0.1709,4,1,3,1,1
2,51,26,87.56,4,1,0.0191,5,0,4,23,0
17,169,160,68.31,8,3,0.0297,6,0,1,23,1
8,180,109,79.42,9,2,0.098,3,0,1,4,0
9,90,139,72.61,9,0,0.0741,2,0,4,5,0
2,61,20,88.12,9,2,0.1629,7,0,2,5,0
14,333,60,99.0,7,0,0.038,8,0,1,5,0
2,31,17,87.35,5,0,0.0661,1,0,3,21,0
8,236,38,63.14,3,0,0.1596,4,0,4,2,0
33,527,209,72.18,10,1,0.1021,16,0,1,20,1
2,59,28,88.2,7,1,0.0484,5,0,4,7,0
7,75,30,92.87,2,1,0.1543,1,0,2,23,0
2,43,9,72.83,6,1,0.0973,7,0,1,9,0
5,104,78,85.18,7,2,0.1104,2,0,3,21,0
5,55,64,81.55,10,1,0.106,5,0,4,0,0
9,171,46,95.1,5,0,0.1126,1,0,4,21,0
4,89,20,75.06,1,0,0.0562,7,0,3,16,0
1,10,17,85.96,10,0,0.0574,3,0,2,15,0
5,155,19,97.32,6,1,0.1423,5,1,2,23,0
14,187,196,91.31,3,0,0.0627,1,0,4,9,0
18,428,283,74.25,1,1,0.1173,3,0,3,13,0
11,349,158,68.61,7,1,0.1904,3,1,3,9,1
17,215,269,82.39,7,0,0.1334,1,1,3,18,0
5,46,85,92.61,5,1,0.0709,2,0,2,18,0
5,123,36,88.37,3,3,0.0658,2,1,2,23,0
44,734,697,76.25,2,5,0.1945,5,0,2,12,1
7,127,109,86.95,1,3,0.1614,9,1,4,5,1
15,162,160,74.66,6,2,0.2365,2,0,2,20,1
3,41,14,77.93,7,3,0.1048,1,0,2,20,0
17,452,303,59.25,2,1,0.1045,1,0,4,8,1
7,130,22,81.49,2,3,0.166,5,1,4,20,1
5,101,16,94.86,10,3,0.113,2,0,4,8,0
13,133,154,77.56,7,0,0.0715,3,0,4,9,0
5,51,19,75.05,9,2,0.0437,1,1,1,12,0
10,208,151,74.63,8,3,0.1874,9,1,1,6,1
7,206,39,88.49,10,1,0.1943,3,0,1,17,0
10,155,35,95.59,10,2,0.1154,3,1,2,2,0
11,312,38,61.94,2,2,0.1382,2,0,3,17,1
2,62,25,84.36,4,3,0.2196,2,0,3,21,0
3,34,31,81.33,6,3,0.2435,3,0,3,19,0
19,247,85,71.44,1,2,0.129,5,0,2,4,1
3,83,52,79.7,10,1,0.0454,5,0,3,8,0
16,366,65,74.56,5,1,0.1273,2,0,2,12,0
7,214,92,71.27,3,2,0.0827,2,0,1,20,0
5,159,67,74.44,4,1,0.0547,8,0,2,13,0
4,62,59,94.43,7,0,0.061,3,1,2,2,0
7,145,92,74.27,7,2,0.1514,5,1,1,11,1
18,480,93,86.08,4,1,0.2374,5,0,1,12,0
42,560,725,95.95,2,5,0.2034,1,1,3,18,1
8,158,87,94.11,10,1,0.1433,2,0,3,19,0
5,45,38,71.82,7,0,0.1396,2,1,4,15,0
14,199,186,61.37,3,0,0.0574,7,0,2,12,0
20,288,335,90.64,6,0,0.0922,6,0,2,21,0
3,74,17,79.13,6,2,0.1777,2,0,3,8,0
16,327,220,89.64,4,2,0.1553,1,0,1,9,0
32,496,139,77.56,2,3,0.1718,6,1,2,2,1
14,131,198,78.58,9,0,0.0658,4,0,1,13,0
11,334,55,90.33,8,2,0.1021,2,0,1,12,0
80,1005,1237,87.4,1,3,0.1917,2,0,3,7,1
16,381,268,79.63,9,0,0.0,7,0,1,19,0
17,204,288,82.97,9,1,0.208,1,0,2,2,0
14,156,116,72.88,1,1,0.1041,3,0,4,5,0
6,64,100,81.9,4,1,0.0243,4,0,1,9,0
6,90,37,70.29,10,0,0.0168,4,0,3,20,0
3,88,51,82.3,10,2,0.0952,3,0,1,11,1
2,38,14,88.31,2,1,0.1091,5,1,2,12,0
2,20,20,97.03,2,2,0.1197,6,0,2,13,0
10,196,53,86.08,5,0,0.0321,6,0,4,11,0
3,54,17,71.5,5,1,0.0772,1,1,4,21,0
5,59,41,81.68,7,2,0.1057,1,1,2,3,0
4,35,35,85.6,6,0,0.061,5,0,2,21,0
15,292,194,78.94,5,1,0.1007,9,1,4,17,0
1,24,4,83.95,7,2,0.1138,5,0,4,4,0
14,148,46,66.88,3,3,0.156,1,0,1,21,1
7,169,56,78.27,10,0,0.0568,11,0,4,15,0
1,19,14,80.2,4,1,0.1827,3,0,2,7,0
13,139,90,83.0,4,1,0.1142,2,0,4,6,0
4,107,18,77.01,9,1,0.1148,2,0,2,18,0
3,34,14,86.69,7,2,0.057,2,1,2,4,0
12,273,52,83.54,1,1,0.149,3,0,3,22,0
7,94,56,87.89,8,2,0.1867,5,1,4,20,0
8,85,67,77.6,6,0,0.0222,1,0,2,10,0
1,12,3,78.18,6,0,0.1074,3,1,4,8,0
14,145,80,95.49,8,2,0.2168,3,0,3,3,0
18,149,202,85.09,3,0,0.0954,10,0,3,23,0
2,41,17,70.46,5,2,0.1138,7,1,4,2,0
7,77,98,76.75,2,1,0.0724,2,1,2,6,0
3,90,12,83.53,9,0,0.0639,1,0,3,23,0
18,472,198,76.16,3,1,0.0762,8,1,2,13,1
4,56,64,68.01,9,1,0.0797,1,0,3,14,0
18,194,171,88.67,8,2,0.1701,6,0,1,5,0
10,247,49,79.67,1,0,0.0978,4,0,1,22,0
4,110,41,88.08,9,1,0.1701,2,0,1,5,0
2,40,22,71.47,7,2,0.0812,3,0,3,6,0
5,59,31,85.17,1,1,0.103,3,0,4,16,0
8,164,60,77.82,4,1,0.0906,2,0,3,17,0
17,227,187,88.69,5,2,0.0939,2,1,2,8,0
4,57,59,74.68,4,1,0.1546,4,0,2,17,0
2,47,24,85.95,6,0,0.112,2,0,3,23,0
6,177,44,96.76,1,1,0.0899,1,0,1,11,0
12,373,67,83.08,1,0,0.0,3,0,1,23,0
5,85,64,82.08,10,1,0.0207,11,0,4,7,0
4,51,49,71.41,7,3,0.2038,3,1,2,23,1
23,387,380,60.64,2,0,0.0899,9,0,4,5,0
12,146,138,88.29,3,0,0.1202,5,0,1,9,0
3,36,26,77.16,10,0,0.0,2,1,2,2,0
3,56,38,84.34,7,1,0.1001,1,1,2,23,0
2,16,8,81.94,7,0,0.104,2,1,1,20,0
7,78,101,97.42,5,2,0.1048,2,1,1,0,0
7,73,98,98.53,6,3,0.1041,5,0,1,6,0
16,419,262,88.52,3,1,0.0962,4,0,4,4,0
8,168,56,72.22,9,1,0.0642,2,1,1,3,0
13,136,211,83.34,7,0,0.0689,4,1,2,0,0
20,344,165,88.68,5,1,0.0729,7,0,4,21,0
6,166,28,69.64,3,2,0.0604,7,0,2,3,0
24,354,99,73.37,6,3,0.1555,1,1,1,1,1
6,73,65,82.12,10,0,0.202,4,1,4,4,0
9,220,111,88.15,5,3,0.1724,2,0,1,8,0
22,525,373,84.93,2,3,0.1915,2,0,2,20,1
8,92,77,83.26,8,1,0.0417,1,0,1,18,0
20,508,103,89.13,6,1,0.1711,3,0,2,12,0
50,993,510,64.76,7,2,0.1669,2,0,3,4,1
10,236,66,84.97,7,1,0.0763,4,0,4,17,0
17,229,72,79.04,7,1,0.2048,3,0,2,22,0
17,283,102,84.19,1,1,0.0191,5,0,4,4,0
9,84,74,80.08,3,3,0.1303,2,0,2,17,0
2,59,13,83.23,4,0,0.0442,4,1,2,3,0
7,174,60,76.45,1,2,0.0412,6,0,4,11,0
13,137,152,85.2,8,1,0.1522,2,0,2,0,0
16,182,106,91.31,1,0,0.1233,6,0,4,4,0
7,134,35,79.79,9,0,0.1169,3,0,3,15,0
17,273,250,78.58,1,0,0.1089,3,0,2,1,0
9,78,128,73.75,9,2,0.0544,2,1,4,13,0
9,261,101,91.86,5,2,0.1007,3,0,3,22,0
33,1001,233,78.92,2,3,0.11,2,0,2,23,1
3,68,18,73.14,3,1,0.1974,3,0,1,22,0
3,46,37,75.57,7,0,0.1373,2,1,3,20,0
13,188,59,93.74,6,0,0.1487,10,0,3,0,0
60,714,275,72.98,4,1,0.0783,4,0,3,6,1
5,116,17,85.99,5,0,0.076,2,1,1,18,0
7,137,26,68.38,2,3,0.0824,5,0,1,11,0
2,62,21,88.3,6,0,0.0,2,0,3,4,0
20,206,182,80.79,9,0,0.0741,5,1,2,0,0
5,85,58,69.37,1,1,0.0814,13,0,2,21,0
19,555,83,88.87,4,4,0.1648,3,0,2,22,1
6,186,64,77.43,10,0,0.0935,5,0,3,14,0
10,161,84,89.42,7,2,0.0892,3,1,4,7,0
10,226,41,67.15,3,2,0.1709,3,0,4,3,1
13,148,208,57.04,9,1,0.1117,8,0,1,15,0
3,46,51,73.46,3,0,0.015,4,1,3,11,0
10,123,145,72.59,5,2,0.1529,6,0,3,14,0
4,45,19,75.46,10,1,0.1077,4,0,3,9,0
32,914,536,89.21,3,1,0.1727,5,0,3,11,1
23,412,224,77.17,1,0,0.0548,2,0,1,23,0
16,396,182,78.2,3,2,0.0875,5,0,3,12,0
9,158,36,82.45,7,1,0.0722,2,0,1,11,0
1,23,16,83.33,8,0,0.0767,10,1,2,23,0
9,279,80,73.59,7,0,0.1007,3,1,3,2,0
6,191,61,83.85,8,3,0.1825,1,1,4,1,1
5,153,25,81.52,4,0,0.0947,2,0,1,19,0
25,237,378,99.0,7,0,0.116,3,0,2,1,0
25,213,359,68.52,7,3,0.1951,3,0,2,2,1
4,58,16,72.53,8,0,0.063,7,0,2,21,0
4,49,15,74.6,7,3,0.0477,2,0,3,5,0
2,61,20,72.49,9,1,0.0536,3,0,2,22,0
2,59,23,82.83,1,0,0.1667,2,0,2,2,0
15,328,77,93.6,6,1,0.1718,1,1,4,4,0
18,280,267,81.82,7,1,0.1204,2,0,1,14,0
6,171,75,85.71,10,3,0.1607,1,1,2,23,1
5,90,55,73.04,3,1,0.1326,2,0,2,11,0
9,113,118,82.61,1,1,0.1439,3,0,3,0,0
11,169,168,94.72,2,1,0.1172,2,0,4,13,0
28,460,311,85.99,9,1,0.1091,1,0,3,3,0
14,266,120,77.94,9,2,0.0986,6,0,4,12,0
5,119,66,89.78,5,1,0.0157,3,0,1,2,0
11,115,140,76.79,10,1,0.0577,5,0,1,15,0
7,160,78,77.1,8,1,0.1069,15,0,1,21,0
18,325,114,93.63,8,3,0.0472,2,0,1,6,0
5,154,41,63.25,8,1,0.1033,5,0,4,0,0
17,455,180,86.15,5,1,0.0259,1,0,3,9,0
4,108,36,80.4,4,1,0.0945,3,1,4,1,1
18,210,155,70.2,9,3,0.1946,2,0,3,10,1
7,152,66,84.81,9,1,0.1177,10,0,2,19,0
2,55,30,80.78,10,1,0.0322,4,0,4,23,0
5,148,53,74.66,7,1,0.1538,3,0,2,16,0
12,262,106,98.65,5,0,0.0404,4,0,2,10,0
5,51,47,89.89,10,1,0.0551,4,1,1,18,0
12,309,59,84.81,8,1,0.1067,5,0,3,5,0
53,1566,395,77.76,9,1,0.0935,7,0,4,8,1
4,58,68,79.51,1,5,0.2573,2,0,1,3,1
19,423,87,65.36,5,1,0.1053,6,0,2,2,0
8,226,133,81.93,4,1,0.1663,3,0,4,0,0
13,255,161,88.54,4,1,0.0909,3,0,4,10,0
35,658,189,87.97,5,1,0.1066,9,1,2,21,1
8,180,27,99.0,6,1,0.0707,2,0,4,19,0
5,40,54,74.89,5,2,0.158,5,0,2,19,0
